0	hay que refrescarle la memoria a los zurdos que alegan porque el presidente piñera esta despidiendo gente
1	la dc con pataleta por la aparicion de c goic  en tv con el presidente piñera sobre el llamado a la comision de seguridad mostrando  el caracter de totalitarismo de izquierda de la dc
2	a la izquierda no le gusta nada la clase media  es numerosa esforzada y no les venden cuentos piñera sera el presidente de la clase media
3	presidencia de chile señor piñera hasta cuando tendremos que ver morir en la carcel a los hombres que nos salvaron del marxismo y por los cuales hoy usted puede ser presidente indulte ya a los enfermos terminales y mas ancianos ellos son heroes
4	las comisiones prelegislativas de piñera son las pomadas mas grandes vendidas desde los quesitos de madame gil
5	johnny carrasco alcalde de pudahuel se integro a la comision de seguridad de piñera y no acepto ordenes del partido como el pelele insulza dadas por socialistas juan pablo letelier maya fernandez allende isabel allende alfonso de urresti y rabindranath quinteros
6	asi que el gobierno de piñera planea destituir a todo el consejo de instituto de derechos humanosbueno si fueron capaces de violarlos sistematicamente como no van a ser capaces de disolver a sus representantes
7	la postura de piñera durante la campaña consisitio en dejar fuera a los menores en la ley de identidad de genero modificarla ahora implicaria una traicion a su electorado
8	es de esperar que nuestros camaradas que con tanto entusiasmo asisten a las comisiones de piñera se hagan el tiempo en la moneda para protestarle al presidente por el atropello de los derechos laborales de cientos de democrata cristianos despedidos de sus trabajos en estos dias
9	cuando estaba la soa bachelet decian que las cifras de inmigracion eran falsas porque ella tenia un negocio con la onu ridiculez maxima xd y ahora que el gobierno de piñera entrega nuevamente cifras no las creen pq anteponen percepcion a evidencia estan de patio
10	no me causa gracia las tonteras de piñera los emboba haciendose el inocente tontito para que la opinion de centre en eso pero de inocente y tontito nada se la sabe por libro asi su politica pasa a segundo plano ojo ahi 
11	una imagen comunica  en este caso informa  mas q  palabras la falta de foco estrategico en la dc es total aunque por el lado de goic no deberia sorprender mal que mal el  de sus votos de primera vuelta se fueron al candidato piñera en la segunda
12	sra peruana acogida en chile y su comentario mala lechepiñera jugando tenis en club de fernando gonzalez en el dia del deporte e inicio de copa davis con argentina
13	esto es lo que busca piñera quedar como el heroe y los imbeciles siguen cayendo el no busca el bien publico busca lucirse y sacar reditos politicos como esta portada como tan ciegos y weones 
14	el periodismo no es el problema sino lo penca que son casi todos los lideres de derecha piñera se caga entero en entrevistas perdonen el frances al unico que le tienen miedo y nadie lo ha dejado callado es a joseantoniokast ese se los pasea como quiere
15	me desaparezco un dia de twitter y en brasil esta la caga piñera rompiendo el record de piñericosa por dia y se robaron el sol
16	 millones de dolares en viaticos  autos y chaya reducira el gobierno para destinar al aumento subvencion por niño de sename bravo piñera pd al que no le parezca  que chupe la que cuelga
